0,"","","","","","","","","","","","",""
55,"Observed decadal mean seasonal precipitation change ","Observed decadal mean precipitation change (deviations from the 1901-1960 average, %) for the Southeast U.S. for winter (top left, blue line), spring (top right, green line), summer (bottom left red line), and fall (bottom right, orange line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario. Observed seasonal precipitation variations are within model simulations for all seasons.","Southeast","Observed","","CLIMATE OF THE SOUTHEAST U.S.","","Climate Division Database","ftp://ncdcftp/pub/upload/7days","","","",""
56,"Time series of mean annual temperature simulated vs observational","Time series of mean annual temperature for the Southeast region from observations (blue) and from all available CMIP3 global climate model simulations (black and grey). Black represents the mean and grey indicates the 5 and 95% limits of the model simulations. Model mean and percentile limits were calculated for each year separately and then smoothed. Results are shown for the low (B1) emissions scenario (left) and the high (A2) emissions scenario (right). A total of 74 simulations of the 20th century were used. For the 21st century, there were 40 simulations for the high emissions scenario and 32 for the low emissions scenario. For each model simulation, the annual temperature values were first transformed into anomalies by subtracting the simulations 1901-1960 average from each annual value. Then, the mean bias between model and observations was removed by adding the observed 1901-1960 average to each annual anomaly value from the simulation. For each year, all available model simulations were used to calculate the multi-model mean and the 5th and 95th percentile bounds for that year. Then, the mean and 5th and 95th percentile values were smoothed with a 5-year moving boxcar average.","Southeast","Observed, Simulated","","CLIMATE OF THE SOUTHEAST U.S.","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
57,"Model temperature change scatterplot","Simulated decadal mean change in annual temperature (F) for the Southeast U.S. for each future decadal time period (represented by their approximate midpoints, e.g. 2015 = 2011-2020), with respect to the reference period of 2001-2010. Values are given for all 15 CMIP3 models for the high (A2, top) and low (B1, bottom) emissions scenarios. Large circles depict the multi-model means. Each individual model is represented by a black plus sign (+), or a red x if the value is statistically significant at the 95% confidence level. Blue lines indicate the 10th and 90th percentiles of 30 annual anomaly values from 1981-2010. The model simulated warming by 2015 is not statistically significant but by mid-21st century, all models simulate statistically significant warming","Southeast","Simulated","","CLIMATE OF THE SOUTHEAST U.S.","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
58,"Model precipitation change scatterplot","Simulated decadal mean change in annual precipitation (%) for the Southeast U.S. for each future decadal time period (represented by their approximate midpoints, e.g. 2015 = 2011-2020), with respect to the reference period of 2001-2010. Values are given for all 15 CMIP3 models for the high (A2, top) and low (B1, bottom) emissions scenarios. Large circles depict the multi-model means. Each individual model is represented by a black plus sign (+), or a red x if the value is statistically significant at the 95% confidence level. Blue lines indicate the 10th and 90th percentiles of the 30 annual anomaly values from 1981-2010. Many models simulate precipitation changes that are not statistically significant out to the end of the 21st century. ","Southeast","Simulated","","CLIMATE OF THE SOUTHEAST U.S.","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
59,"Projected greenhouse gas emissions and atmospheric CO2 concentrations","a) Global greenhouse gas (GHG) emissions (GtCO2-equivalent per year) from 2000 to 2100 for two of the SRES scenarios: A2 (red line) and B1 (blue line). Adapted from IPCC (2007) Fig. 3.1. b) Observed annual mean (black line) and projected atmospheric CO2 concentrations (ppm) for two of the SRES scenarios: A2 (red line) and B1 (blue line). Observations are measurements from the Mauna Loa Observatory, Hawaii, from 1958 to 2008. Projections are from two fast carbon cycle models the Bern Model and the Integrated Science Assessment Model (ISAM). Data from IPCC (2012). These graphs show that the CO2 concentrations are comparable under these two scenarios in the early part of the 21st century but diverge greatly by the end of the century.","Great Plains","","Greenhouse gas emissions, CO2 concentrations","CLIMATE OF THE U.S. GREAT PLAINS","Laura Stevens","IPCC","","figures/Great Plains/SRES_emissions_concentrations.png","","",""
60,"Average annual temperature","Average (1981-2010) annual temperature (F) for the Great Plains region. Based on a new gridded version of COOP data from the National Climatic Data Center, the CDDv2 data set (R. Vose, personal communication, June 06, 2011). ","Great Plains","Observed","Temperature","CLIMATE OF THE U.S. GREAT PLAINS","Russell Vose","GHCN-D","ftp://ftp.ncdc.noaa.gov/pub/data/ghcn/daily/","figures/Great Plains/GreatPlains_Annual_Temperature.jpg","","",""
61,"Average annual precipitation","Average (1981-2010) annual precipitation (inches) based on National Weather Service Cooperative Observer stations. ?","Great Plains","Observed","Precipitation","CLIMATE OF THE U.S. GREAT PLAINS","Russell Vose","GHCN-D","ftp://ftp.ncdc.noaa.gov/pub/data/ghcn/daily/","figures/Great Plains/GreatPlains_Annual_Precipitation.jpg","","",""
62,"Annual peak streamflow of the Red River of the North, Fargo, ND","Annual Peak Streamflow Chart of Red River of the North, Fargo, ND","Great Plains","","Streamflow","CLIMATE OF THE U.S. GREAT PLAINS","Adnan Akyz","","","figures/Great Plains/Red_River_Streamflow.png","","",""
63,"Devils Lake, ND elevation change","Devils Lake, North Dakota Elevation Change since 1865 (USGS 2011)","Great Plains","","Lake elevation","CLIMATE OF THE U.S. GREAT PLAINS","","","","figures/Great Plains/Devils_Lake_Elevation_Mar2010.pdf","","",""
64,"Number of days with maximum temperature exceeding 100F","Number of 100?F+ days in Summer 2011. Data from NOAAs National Climatic Data Center (NCDC).","Great Plains","","Temperature","CLIMATE OF THE U.S. GREAT PLAINS","","","","figures/Great Plains/summer-2011-days-over-100_v2.png","","",""
65,"Percent of heavy events associated with tropical cyclones","Percent of heavy events associated with tropical cyclones (TC) at individual stations (delineated by color and symbol type) and regional groupings (delineated by thick black lines). Only stations with at least 1 TC-associated event are plotted (Kunkel et al. 2010).","Great Plains","","Precipitation","CLIMATE OF THE U.S. GREAT PLAINS","","","","figures/Great Plains/tc_heavy_events.png","","",""
66,"Annual and seasonal temperature anomaly","Temperature anomaly (deviations from the 1901-1960 average, F) for annual (black), winter (blue), spring (green), summer (red), and fall (orange), for the given region. Dashed lines indicate the best fit by minimizing the chi-square error statistic. Based on data from the National Climatic Data Center for the NWS Cooperative Observer Network. The warmest periods were in the 1920s and 1930s and the 2000s. Trends are not statistically significant for any season.","Great Plains","Observed","Temperature","CLIMATE OF THE U.S. GREAT PLAINS","","Climate Division Database","ftp://ncdcftp/pub/upload/7days","figures/Great Plains/temp_anom_GP_north_south.annual_trend.png","","",""
67,"Annual and seasonal precipitation anomaly","Precipitation anomaly (deviations from the 1901-1960 average, inches) for annual (black), winter (blue), spring (green), summer (red), and fall (orange), for the Southeast U.S. Dashed lines indicate the best fit by minimizing the chi-square error statistic. Based on data from the National Climatic Data Center for the NWS Cooperative Observer Network. Trends are statistically significant for the summer and fall seasons.","Great Plains","Observed","Precipitation","CLIMATE OF THE U.S. GREAT PLAINS","","Climate Division Database","ftp://ncdcftp/pub/upload/7days","figures/Great Plains/precip_anom_GP_north_south.annual_trend.png","","",""
